acs_year,state_fips,county_fips,tract,block_group,acs_data_year,median_income,total_pop,white,black,asian,total_pop_hispanic_table,hispanic,under_18,over_65,pct_white,pct_black,pct_asian,pct_hispanic
2018,37,119,980100,1,2023,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,37,119,980100,1,2023,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020,37,119,980100,1,2023,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2021,37,119,980100,1,2023,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2022,37,119,980100,1,2023,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2023,37,119,980100,1,2023,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2016,37,119,003102,3,2023,34789.0,977.0,507.0,266.0,0.0,977.0,601.0,,,0.518935516888434,0.27226202661207777,0.0,0.6151484135107472
2017,37,119,003102,3,2023,34789.0,977.0,507.0,266.0,0.0,977.0,601.0,,,0.518935516888434,0.27226202661207777,0.0,0.6151484135107472
2016,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2017,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2018,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2019,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2020,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2021,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2022,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2023,37,119,001508,3,2023,-666666666.0,1026.0,197.0,453.0,17.0,1026.0,556.0,,,0.19200779727095516,0.4415204678362573,0.016569200779727095,0.5419103313840156
2019,37,119,005520,3,2023,95433.0,2157.0,673.0,743.0,588.0,2157.0,56.0,,,0.31200741770978213,0.3444598980064905,0.2726008344923505,0.025961984237366714
2020,37,119,005520,3,2023,95433.0,2157.0,673.0,743.0,588.0,2157.0,56.0,,,0.31200741770978213,0.3444598980064905,0.2726008344923505,0.025961984237366714
2021,37,119,005520,3,2023,95433.0,2157.0,673.0,743.0,588.0,2157.0,56.0,,,0.31200741770978213,0.3444598980064905,0.2726008344923505,0.025961984237366714
2022,37,119,005520,3,2023,95433.0,2157.0,673.0,743.0,588.0,2157.0,56.0,,,0.31200741770978213,0.3444598980064905,0.2726008344923505,0.025961984237366714
2023,37,119,005520,3,2023,95433.0,2157.0,673.0,743.0,588.0,2157.0,56.0,,,0.31200741770978213,0.3444598980064905,0.2726008344923505,0.025961984237366714
2017,37,119,001701,1,2023,78657.0,1409.0,845.0,365.0,1.0,1409.0,200.0,,,0.5997161107168204,0.2590489709013485,0.0007097232079489,0.14194464158977999
2018,37,119,001701,1,2023,78657.0,1409.0,845.0,365.0,1.0,1409.0,200.0,,,0.5997161107168204,0.2590489709013485,0.0007097232079489,0.14194464158977999
2019,37,119,001701,1,2023,78657.0,1409.0,845.0,365.0,1.0,1409.0,200.0,,,0.5997161107168204,0.2590489709013485,0.0007097232079489,0.14194464158977999
2020,37,119,001701,1,2023,78657.0,1409.0,845.0,365.0,1.0,1409.0,200.0,,,0.5997161107168204,0.2590489709013485,0.0007097232079489,0.14194464158977999
2021,37,119,001701,1,2023,78657.0,1409.0,845.0,365.0,1.0,1409.0,200.0,,,0.5997161107168204,0.2590489709013485,0.0007097232079489,0.14194464158977999
2022,37,119,001701,1,2023,78657.0,1409.0,845.0,365.0,1.0,1409.0,200.0,,,0.5997161107168204,0.2590489709013485,0.0007097232079489,0.14194464158977999
2023,37,119,001701,1,2023,78657.0,1409.0,845.0,365.0,1.0,1409.0,200.0,,,0.5997161107168204,0.2590489709013485,0.0007097232079489,0.14194464158977999
2016,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2017,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2018,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2019,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2020,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2021,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2022,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2023,37,119,001921,1,2023,65263.0,2608.0,709.0,758.0,450.0,2608.0,655.0,,,0.2718558282208589,0.2906441717791411,0.17254601226993865,0.2511503067484663
2019,37,119,004800,2,2023,29663.0,843.0,9.0,812.0,0.0,843.0,16.0,,,0.010676156583629894,0.963226571767497,0.0,0.018979833926453145
2020,37,119,004800,2,2023,29663.0,843.0,9.0,812.0,0.0,843.0,16.0,,,0.010676156583629894,0.963226571767497,0.0,0.018979833926453145
2021,37,119,004800,2,2023,29663.0,843.0,9.0,812.0,0.0,843.0,16.0,,,0.010676156583629894,0.963226571767497,0.0,0.018979833926453145
2022,37,119,004800,2,2023,29663.0,843.0,9.0,812.0,0.0,843.0,16.0,,,0.010676156583629894,0.963226571767497,0.0,0.018979833926453145
2023,37,119,004800,2,2023,29663.0,843.0,9.0,812.0,0.0,843.0,16.0,,,0.010676156583629894,0.963226571767497,0.0,0.018979833926453145
2015,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2016,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2017,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2018,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2019,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2020,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2021,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2022,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2023,37,119,004000,2,2023,74800.0,873.0,42.0,537.0,212.0,873.0,15.0,,,0.048109965635738834,0.6151202749140894,0.24284077892325315,0.01718213058419244
2015,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2016,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2017,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2018,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2019,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2020,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2021,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2022,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2023,37,119,005306,2,2023,41304.0,1628.0,151.0,584.0,0.0,1628.0,886.0,,,0.09275184275184276,0.35872235872235875,0.0,0.5442260442260443
2019,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2020,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2021,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2022,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2023,37,119,005536,3,2023,69453.0,1754.0,675.0,796.0,142.0,1754.0,108.0,,,0.3848346636259977,0.45381984036488027,0.08095781071835804,0.06157354618015964
2020,37,119,005913,3,2023,49538.0,1526.0,407.0,543.0,188.0,1526.0,630.0,,,0.2667103538663172,0.35583224115334205,0.12319790301441677,0.41284403669724773
2021,37,119,005913,3,2023,49538.0,1526.0,407.0,543.0,188.0,1526.0,630.0,,,0.2667103538663172,0.35583224115334205,0.12319790301441677,0.41284403669724773
2022,37,119,005913,3,2023,49538.0,1526.0,407.0,543.0,188.0,1526.0,630.0,,,0.2667103538663172,0.35583224115334205,0.12319790301441677,0.41284403669724773
2023,37,119,005913,3,2023,49538.0,1526.0,407.0,543.0,188.0,1526.0,630.0,,,0.2667103538663172,0.35583224115334205,0.12319790301441677,0.41284403669724773
2020,37,119,005612,2,2023,68063.0,3074.0,1087.0,1234.0,129.0,3074.0,771.0,,,0.35361093038386465,0.4014313597918022,0.04196486662329213,0.2508132726089785
2021,37,119,005612,2,2023,68063.0,3074.0,1087.0,1234.0,129.0,3074.0,771.0,,,0.35361093038386465,0.4014313597918022,0.04196486662329213,0.2508132726089785
2022,37,119,005612,2,2023,68063.0,3074.0,1087.0,1234.0,129.0,3074.0,771.0,,,0.35361093038386465,0.4014313597918022,0.04196486662329213,0.2508132726089785
2023,37,119,005612,2,2023,68063.0,3074.0,1087.0,1234.0,129.0,3074.0,771.0,,,0.35361093038386465,0.4014313597918022,0.04196486662329213,0.2508132726089785
2015,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2016,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2017,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2018,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2019,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2020,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2021,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2022,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2023,37,119,001505,2,2023,51800.0,3905.0,524.0,822.0,192.0,3905.0,2359.0,,,0.13418693982074265,0.21049935979513446,0.04916773367477593,0.6040973111395647
2018,37,119,005716,2,2023,63769.0,3548.0,1223.0,692.0,285.0,3548.0,1575.0,,,0.34470124013528747,0.19503945885005636,0.08032694475760992,0.4439120631341601
2019,37,119,005716,2,2023,63769.0,3548.0,1223.0,692.0,285.0,3548.0,1575.0,,,0.34470124013528747,0.19503945885005636,0.08032694475760992,0.4439120631341601
2020,37,119,005716,2,2023,63769.0,3548.0,1223.0,692.0,285.0,3548.0,1575.0,,,0.34470124013528747,0.19503945885005636,0.08032694475760992,0.4439120631341601
2021,37,119,005716,2,2023,63769.0,3548.0,1223.0,692.0,285.0,3548.0,1575.0,,,0.34470124013528747,0.19503945885005636,0.08032694475760992,0.4439120631341601
2022,37,119,005716,2,2023,63769.0,3548.0,1223.0,692.0,285.0,3548.0,1575.0,,,0.34470124013528747,0.19503945885005636,0.08032694475760992,0.4439120631341601
2023,37,119,005716,2,2023,63769.0,3548.0,1223.0,692.0,285.0,3548.0,1575.0,,,0.34470124013528747,0.19503945885005636,0.08032694475760992,0.4439120631341601
2017,37,119,000102,1,2023,121944.0,1243.0,803.0,85.0,97.0,1243.0,213.0,,,0.6460176991150443,0.06838294448913917,0.07803700724054706,0.17135961383748993
2018,37,119,000102,1,2023,121944.0,1243.0,803.0,85.0,97.0,1243.0,213.0,,,0.6460176991150443,0.06838294448913917,0.07803700724054706,0.17135961383748993
2019,37,119,000102,1,2023,121944.0,1243.0,803.0,85.0,97.0,1243.0,213.0,,,0.6460176991150443,0.06838294448913917,0.07803700724054706,0.17135961383748993
2020,37,119,000102,1,2023,121944.0,1243.0,803.0,85.0,97.0,1243.0,213.0,,,0.6460176991150443,0.06838294448913917,0.07803700724054706,0.17135961383748993
2021,37,119,000102,1,2023,121944.0,1243.0,803.0,85.0,97.0,1243.0,213.0,,,0.6460176991150443,0.06838294448913917,0.07803700724054706,0.17135961383748993
2022,37,119,000102,1,2023,121944.0,1243.0,803.0,85.0,97.0,1243.0,213.0,,,0.6460176991150443,0.06838294448913917,0.07803700724054706,0.17135961383748993
2015,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2016,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2017,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2018,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2019,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2020,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2021,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2022,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2023,37,119,005406,2,2023,55417.0,1590.0,393.0,976.0,0.0,1590.0,197.0,,,0.24716981132075472,0.6138364779874214,0.0,0.12389937106918239
2015,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2016,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2017,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2018,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2019,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2020,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2021,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2022,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2023,37,119,003111,1,2023,85208.0,1962.0,1699.0,94.0,0.0,1962.0,151.0,,,0.8659531090723751,0.047910295616717634,0.0,0.07696228338430174
2015,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2016,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2017,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2018,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2019,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2020,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2021,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2022,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2023,37,119,003903,1,2023,9643.0,1045.0,22.0,747.0,0.0,1045.0,176.0,,,0.021052631578947368,0.7148325358851675,0.0,0.16842105263157894
2022,37,119,005511,2,2023,47356.0,1563.0,252.0,1069.0,83.0,1563.0,134.0,,,0.16122840690978887,0.6839411388355726,0.053103007037747924,0.08573256557901472
2023,37,119,005511,2,2023,47356.0,1563.0,252.0,1069.0,83.0,1563.0,134.0,,,0.16122840690978887,0.6839411388355726,0.053103007037747924,0.08573256557901472
2015,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2016,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2017,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2018,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2019,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2020,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2021,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2022,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2023,37,119,001910,1,2023,42536.0,2496.0,90.0,776.0,60.0,2496.0,1415.0,,,0.036057692307692304,0.3108974358974359,0.02403846153846154,0.5669070512820513
2023,37,119,006110,1,2023,81218.0,1299.0,379.0,800.0,120.0,1299.0,0.0,,,0.29176289453425713,0.6158583525789069,0.09237875288683603,0.0
2020,37,119,001918,2,2023,53210.0,2129.0,361.0,1143.0,147.0,2129.0,465.0,,,0.16956317519962424,0.5368717707844058,0.06904650070455613,0.21841240018788163
2021,37,119,001918,2,2023,53210.0,2129.0,361.0,1143.0,147.0,2129.0,465.0,,,0.16956317519962424,0.5368717707844058,0.06904650070455613,0.21841240018788163
2022,37,119,001918,2,2023,53210.0,2129.0,361.0,1143.0,147.0,2129.0,465.0,,,0.16956317519962424,0.5368717707844058,0.06904650070455613,0.21841240018788163
2023,37,119,001918,2,2023,53210.0,2129.0,361.0,1143.0,147.0,2129.0,465.0,,,0.16956317519962424,0.5368717707844058,0.06904650070455613,0.21841240018788163
2022,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2023,37,119,005534,1,2023,16571.0,700.0,490.0,18.0,32.0,700.0,144.0,,,0.7,0.025714285714285714,0.045714285714285714,0.2057142857142857
2015,37,119,002005,2,2023,130721.0,1642.0,1222.0,186.0,62.0,1642.0,201.0,,,0.7442143727161997,0.11327649208282582,0.037758830694275276,0.12241169305724726
2016,37,119,002005,2,2023,130721.0,1642.0,1222.0,186.0,62.0,1642.0,201.0,,,0.7442143727161997,0.11327649208282582,0.037758830694275276,0.12241169305724726
2017,37,119,002005,2,2023,130721.0,1642.0,1222.0,186.0,62.0,1642.0,201.0,,,0.7442143727161997,0.11327649208282582,0.037758830694275276,0.12241169305724726
2018,37,119,002005,2,2023,130721.0,1642.0,1222.0,186.0,62.0,1642.0,201.0,,,0.7442143727161997,0.11327649208282582,0.037758830694275276,0.12241169305724726
2019,37,119,002005,2,2023,130721.0,1642.0,1222.0,186.0,62.0,1642.0,201.0,,,0.7442143727161997,0.11327649208282582,0.037758830694275276,0.12241169305724726
2020,37,119,002005,2,2023,130721.0,1642.0,1222.0,186.0,62.0,1642.0,201.0,,,0.7442143727161997,0.11327649208282582,0.037758830694275276,0.12241169305724726
2021,37,119,002005,2,2023,130721.0,1642.0,1222.0,186.0,62.0,1642.0,201.0,,,0.7442143727161997,0.11327649208282582,0.037758830694275276,0.12241169305724726
