premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual
PARA,235  W TREMONT AV,Charlotte,NC,,PARA,,other,
PARADISE VALLEY PAR 3 GOLF COURSE,110 BARTON CREEK DR,Charlotte,NC,,PARADISE VALLEY PAR GOLF COURSE,,other,
PARK ROAD SODA SHOPPE,4121 PARK RD,Charlotte,NC,,PARK ROAD SODA SHOPPE,,other,
PASTA & PROVISIONS,1600 S MINT ST,Charlotte,NC,,PASTA & PROVISIONS,,other,
PASTA & PROVISIONS,4700 PARK RD,Charlotte,NC,,PASTA & PROVISIONS,,other,
PENGUIN,1531 EAST BV,Charlotte,NC,,PENGUIN,,other,
PENINSULA PRIME,19918 NORTH COVE RD,Charlotte,NC,,PENINSULA PRIME,,other,
PEPPERVINE,4620 PIEDMONT ROW DR,Charlotte,NC,,PEPPERVINE,,other,
PHILLY CORNER,8535 HANKINS RD,Charlotte,NC,,PHILLY CORNER,,other,
PIADA COTSWOLD VILLAGE,282 S SHARON AMITY RD,Charlotte,NC,,PIADA COTSWOLD VILLAGE,,other,
PIADA UNIVERSITY POINT,8932 J M KEYNES DR,Charlotte,NC,,PIADA UNIVERSITY POINT,,other,
PIATTO EXPRESS,1431 SARDIS RD N,Charlotte,NC,,PIATTO EXPRESS,,other,
"PICKLED PEACH, THE",202 S MAIN ST,Charlotte,NC,,PICKLED PEACH,,other,
PIEDMONT SOCIAL HOUSE,2135 AYRSLEY TOWN BV,Charlotte,NC,,PIEDMONT SOCIAL HOUSE,,other,
PINEVILLE ICE HOUSE,400 TOWNE CENTRE BV,Charlotte,NC,,PINEVILLE ICE HOUSE,,other,
PIO PIO,1408 EAST BV,Charlotte,NC,,PIO PIO,,other,
PISCO GASTROLOUNGE,116 WEST 5TH ST,Charlotte,NC,,PISCO GASTROLOUNGE,,other,
PLATFORM SPORTS,3216 SOUTH BV,Charlotte,NC,,PLATFORM SPORTS,,other,
PLAYLAND PINEVILLE,11812 CAROLINA PLACE PY,Charlotte,NC,,PLAYLAND PINEVILLE,,other,
POKE BROS,9818 GILEAD RD,Charlotte,NC,,POKE BROS,,other,
POKE EXPRESS,16041 JOHNSTON RD,Charlotte,NC,,POKE EXPRESS,,other,
POKE HONOLULU,10416 E INDEPENDENCE BV,Charlotte,NC,,POKE HONOLULU,,other,
POKE LAKES,20601 TORRENCE CHAPEL RD,Charlotte,NC,,POKE LAKES,,other,
POLLO CAMPERO,5727 N SHARON AMITY RD,Charlotte,NC,,POLLO CAMPERO,,other,
POLLO CAMPERO #9022,6124 SOUTH BV,Charlotte,NC,,POLLO CAMPERO,,other,
POLLO ROYAL,4517 N TRYON ST,Charlotte,NC,,POLLO ROYAL,,other,
POLLO ROYAL,5322 SOUTH BV,Charlotte,NC,,POLLO ROYAL,,other,
POPPYS BAGELS AND MORE,2201 SOUTH BV,Charlotte,NC,,POPPYS BAGELS AND MORE,,other,
POPPY`S BAGELS AND MORE,2921 PROVIDENCE RD,Charlotte,NC,,POPPY S BAGELS AND MORE,,other,
PORTOFINO ITALIAN,5126 PARK RD,Charlotte,NC,,PORTOFINO ITALIAN,,other,
PORTOFINOS-AYRSLEY,2127 AYRSLEY TOWN BV,Charlotte,NC,,PORTOFINOS-AYRSLEY,,other,
PORTRAIT GALLERY,118 E CHARLES ST,Charlotte,NC,,PORTRAIT GALLERY,,other,
PRESS BOX #349-352,800 S MINT ST,Charlotte,NC,,PRESS BOX -,,other,
PRIME FISH,11212 PROVIDENCE RD W,Charlotte,NC,,PRIME FISH,,other,
PRIME FOOD EXPRESS,13720 MALLARD CREEK RD,Charlotte,NC,,PRIME FOOD EXPRESS,,other,
PRIMO PRIME,116 MIDDLETON DR,Charlotte,NC,,PRIMO PRIME,,other,
PROJECT 658,3646 CENTRAL AV,Charlotte,NC,,PROJECT,,other,
PROJECT LEANNATION BALLANTYNE,16131 LANCASTER HY,Charlotte,NC,,PROJECT LEANNATION BALLANTYNE,,other,
PROSPECT OMEGA,5032 PARKWAY PLAZA BV,Charlotte,NC,,PROSPECT OMEGA,,other,
PROTAGONIST BEER,227 SOUTHSIDE DR,Charlotte,NC,,PROTAGONIST BEER,,other,
PROVIDENCE COUNTRY CLUB CLUBHOUSE,6001 PROVIDENCE COUNTRY CLUB DR,Charlotte,NC,,PROVIDENCE COUNTRY CLUB CLUBHOUSE,,other,
PROVIDENCE COUNTRY CLUB POOL/TURNHOUSE,6001 PROVIDENCE COUNTRY CLUB DR,Charlotte,NC,,PROVIDENCE COUNTRY CLUB POOL/TURNHOUSE,,other,
PROVIDENCE MEADOWS,4123 KUYKENDALL RD,Charlotte,NC,,PROVIDENCE MEADOWS,,other,
PROVIDENCE ROAD SUNDRIES,1522 PROVIDENCE RD,Charlotte,NC,,PROVIDENCE ROAD SUNDRIES,,other,
PUERTA,1961 E 7TH ST,Charlotte,NC,,PUERTA,,other,
PUNTA CANA,5230 SOUTH BV,Charlotte,NC,,PUNTA CANA,,other,
PUPUSA 503,850 CHANCELLOR PARK DR,Charlotte,NC,,PUPUSA,,other,
PUTTERY,210 RAMPART ST,Charlotte,NC,,PUTTERY,,other,
QC POUR HOUSE,200 W TREMONT AV,Charlotte,NC,,QC POUR HOUSE,,other,
QCBC,135 BREVARD CT,Charlotte,NC,,QCBC,,other,
QUE ONDA,13016 EASTFIELD RD,Charlotte,NC,,QUE ONDA,,other,
QUE ONDA,333 W TRADE ST,Charlotte,NC,,QUE ONDA,,other,
QUEEN CITY CRAFT AND GOURMET,5349 BALLANTYNE COMMONS PY,Charlotte,NC,,QUEEN CITY CRAFT AND GOURMET,,other,
QUEEN PARK SOCIAL,4125 YANCEY RD,Charlotte,NC,,QUEEN PARK SOCIAL,,other,
QUEEN'S SOUL FOOD,7308 E INDEPENDENCE BV,Charlotte,NC,,QUEEN S SOUL FOOD,,other,
QUEENS UNIVERSITY STUDENT CENTER,1900 SELWYN AV,Charlotte,NC,,QUEENS UNIVERSITY STUDENT CENTER,,other,
QUIKTRIP #1004,3025 WILKINSON BV,Charlotte,NC,,QUIKTRIP,,other,
QUIKTRIP #1024,4200 BROOKSHIRE BV,Charlotte,NC,,QUIKTRIP,,other,
QUIKTRIP #1028,10621 MONROE RD,Charlotte,NC,,QUIKTRIP,,other,
QUIKTRIP #1029,4937 SUNSET RD,Charlotte,NC,,QUIKTRIP,,other,
QUIKTRIP #1032,11230 N TRYON ST,Charlotte,NC,,QUIKTRIP,,other,
QUIKTRIP #1052,3206 EASTWAY DR,Charlotte,NC,,QUIKTRIP,,other,
QUIKTRIP #1053,6721 ALBEMARLE RD,Charlotte,NC,,QUIKTRIP,,other,
QUIKTRIP #1059,5209 CENTRAL AV,Charlotte,NC,,QUIKTRIP,,other,
RAI LAY,1520 SOUTH BV,Charlotte,NC,,RAI LAY,,other,
RAI LAY,9935 REA RD,Charlotte,NC,,RAI LAY,,other,
RALLY & HENRIETTA’S,101 SOUTHSIDE DR,Charlotte,NC,,RALLY & HENRIETTA S,,other,
RED CLAY CIDERWORKS,245 CLANTON RD,Charlotte,NC,,RED CLAY CIDERWORKS,,other,
RED GINGER,401  S TRYON  ST,Charlotte,NC,,RED GINGER,,other,
"RED LINE CLUB, THE",2700 E INDEPENDENCE BV,Charlotte,NC,,RED LINE CLUB,,other,
RED LOBSTER,9801 INDEPENDENCE POINTE PY,Charlotte,NC,,RED LOBSTER,,other,
RED ROBIN,8425 NORTHLAKE COMMONS BV,Charlotte,NC,,RED ROBIN,,other,
RED ROBIN #421,8304 KENBROOKE DR,Charlotte,NC,,RED ROBIN,,other,
RED SAKE,8410 REA RD,Charlotte,NC,,RED SAKE,,other,
RED ZONE #334-338,800 S MINT ST,Charlotte,NC,,RED ZONE -,,other,
RED@28TH,1315 EAST BV,Charlotte,NC,,RED 28TH,,other,
REFUEL AT ALOFT CHARLOTTE UPTOWN,210 E TRADE ST,Charlotte,NC,,REFUEL AT ALOFT CHARLOTTE UPTOWN,,other,
REGAL STONECREST 22,7824 REA RD,Charlotte,NC,,REGAL STONECREST,,other,
REID'S FINE FOODS,135 LEVINE AV,Charlotte,NC,,REID S FINE FOODS,,other,
REID'S FINE FOODS,2823  SELWYN AV,Charlotte,NC,,REID S FINE FOODS,,other,
REID'S FINE FOODS,4331 BARCLAY DOWNS DR,Charlotte,NC,,REID S FINE FOODS,,other,
RENAISSANCE CHARLOTTE SOUTHPARK,5501 CARNEGIE BV,Charlotte,NC,,RENAISSANCE CHARLOTTE SOUTHPARK,,other,
RENAISSANCE PATISSERIE,6401 CARNEGIE BV,Charlotte,NC,,RENAISSANCE PATISSERIE,,other,
RESIDENCE INN,220 E TRADE ST,Charlotte,NC,,RESIDENCE INN,,other,
RESIDENCE INN,404 S MINT ST,Charlotte,NC,,RESIDENCE INN,,other,
RESIDENCE INN,5115 PIPER STATION DR,Charlotte,NC,,RESIDENCE INN,,other,
RESIDENCE INN BY MARRIOTT STEELE CREEK,5110 TROJAN DR,Charlotte,NC,,RESIDENCE INN BY MARRIOTT STEELE CREEK,,other,
RESIDENCE INN CHARLOTTE SOUTHPARK,6030 PIEDMONT ROW DR S,Charlotte,NC,,RESIDENCE INN CHARLOTTE SOUTHPARK,,other,
RESIDENCE INN/FAIRFIELD INN+SUITES CHARLOTTE,2220 W TYVOLA RD,Charlotte,NC,,RESIDENCE INN/FAIRFIELD INN SUITES CHARLOTTE,,other,
RICEBLOSSOM,8418 PARK RD,Charlotte,NC,,RICEBLOSSOM,,other,
RICOS ACAI BLAKENEY,8440 REA RD,Charlotte,NC,,RICOS ACAI BLAKENEY,,other,
RICOS ACAI DAVIDSON,20823 N MAIN ST,Charlotte,NC,,RICOS ACAI DAVIDSON,,other,
RIO ULTRA LOUNGE,7030 SMITH CORNERS BV,Charlotte,NC,,RIO ULTRA LOUNGE,,other,
RITZ CARLTON CHARLOTTE/THE FIFTH FORK,201 E TRADE ST,Charlotte,NC,,RITZ CARLTON CHARLOTTE/THE FIFTH FORK,,other,
RIVER RUN CC WILDCAT,19125 RIVER FALLS DR,Charlotte,NC,,RIVER RUN CC WILDCAT,,other,
ROASTING COMPANY,1601 MONTFORD DR,Charlotte,NC,,ROASTING COMPANY,,other,
ROOM SERVICE,701 KESWICK AV,Charlotte,NC,,ROOM SERVICE,,other,
ROYAL AFRICAN CUISINE,3052 EASTWAY DR,Charlotte,NC,,ROYAL AFRICAN CUISINE,,other,
ROYAL BIRYANI,9624 MONROE RD,Charlotte,NC,,ROYAL BIRYANI,,other,
RUBY SUNSHINE,12330 JOHNSTON RD,Charlotte,NC,,RUBY SUNSHINE,,other,
RUBY SUNSHINE,332 W BLAND ST,Charlotte,NC,,RUBY SUNSHINE,,other,
RUBY TUESDAY,8905 RED OAK BV,Charlotte,NC,,RUBY TUESDAY,,other,
RUNAWAY STREETCAR,2135 THRIFT RD,Charlotte,NC,,RUNAWAY STREETCAR,,other,
RUSTY BUCKET,4810 ASHLEY PARK LN,Charlotte,NC,,RUSTY BUCKET,,other,
SAFE HARBOR PENINSULA YACHT CLUB,18501 HARBOR LIGHT BV,Charlotte,NC,,SAFE HARBOR PENINSULA YACHT CLUB,,other,
SAIGON PALACE,5215 SOUTH BV,Charlotte,NC,,SAIGON PALACE,,other,
SALADWORKS,9911 ROSE COMMONS DR,Charlotte,NC,,SALADWORKS,,other,
SALATA LOSO #138,3700 SOUTH BV,Charlotte,NC,,SALATA LOSO,,other,
SALATA SOUTHPARK,4425 SHARON RD,Charlotte,NC,,SALATA SOUTHPARK,,other,
SALATA UPTOWN,601 S TRYON ST,Charlotte,NC,,SALATA UPTOWN,,other,
SALSARITAS FRESH CANTINA,8400 PARK RD,Charlotte,NC,,SALSARITAS FRESH CANTINA,,other,
SALSARITAS FRESH CANTINA #115,9941 REA RD,Charlotte,NC,,SALSARITAS FRESH CANTINA,,other,
SALSA`S,2015 AYRSLEY TOWN BV,Charlotte,NC,,SALSA S,,other,
SALTED MELON SOUTH END,100 W WORTHINGTON AV,Charlotte,NC,,SALTED MELON SOUTH END,,other,
SALUD BEER SHOP,3306 N DAVIDSON ST,Charlotte,NC,,SALUD BEER SHOP,,other,
SAMOHA AFRICAN CUISINE,602 W SUGAR CREEK RD,Charlotte,NC,,SAMOHA AFRICAN CUISINE,,other,
SAMS CLUB #8219,1801 WINDSOR SQUARE DR,Charlotte,NC,,SAMS CLUB,,other,
SANTE,165 N TRADE ST,Charlotte,NC,,SANTE,,other,
SARANGI,9211 N TRYON ST,Charlotte,NC,,SARANGI,,other,
SARDIS OAKS,5151 SARDIS RD,Charlotte,NC,,SARDIS OAKS,,other,
SAVI PROVISIONS,2151 HAWKINS ST,Charlotte,NC,,SAVI PROVISIONS,,other,
SAVORY MOMENTS,12125 STATESVILLE RD,Charlotte,NC,,SAVORY MOMENTS,,other,
SEA HUT,2812 W SUGAR CREEK RD,Charlotte,NC,,SEA HUT,,other,
SEA LEVEL NC,129 E 5TH ST,Charlotte,NC,,SEA LEVEL NC,,other,
SEABOARD SOUTHEND,3232 SOUTH BV,Charlotte,NC,,SEABOARD SOUTHEND,,other,
SEN MEE NOODLE HOUSE,3718 CENTRAL AV,Charlotte,NC,,SEN MEE NOODLE HOUSE,,other,
SEOUL FOOD MEAT COMPANY,1400 S CHURCH ST,Charlotte,NC,,SEOUL FOOD MEAT COMPANY,,other,
SEOUL FOOD MEAT COMPANY MILL DISTRICT,421 E 26TH ST,Charlotte,NC,,SEOUL FOOD MEAT COMPANY MILL DISTRICT,,other,
SHAD'S LANDING,9131 BENFIELD RD,Charlotte,NC,,SHAD S LANDING,,other,
SHAKE SHACK,1605 E WOODLAWN RD,Charlotte,NC,,SHAKE SHACK,,other,
SHAKE SHACK #1250,9824 REA RD,Charlotte,NC,,SHAKE SHACK,,other,
SHAKE SHACK #1323,16633 BIRKDALE COMMONS PY,Charlotte,NC,,SHAKE SHACK,,other,
SHAKE SHACK SOUTHEND,1930 CAMDEN RD,Charlotte,NC,,SHAKE SHACK SOUTHEND,,other,
SHANES RIB SHACK #240,5220 NEW FASHION WY,Charlotte,NC,,SHANES RIB SHACK,,other,
SHUN LEE PALACE,4340 COLWICK RD,Charlotte,NC,,SHUN LEE PALACE,,other,
SIDE EYE @ MECKLEN HOTEL,8520 UNIVERSITY EXECUTIVE PARK DR,Charlotte,NC,,SIDE EYE MECKLEN HOTEL,,other,
SILVER EXPRESS,5115 N TRYON ST,Charlotte,NC,,SILVER EXPRESS,,other,
SIR EDMOND HALLEY`S,4151 PARK RD,Charlotte,NC,,SIR EDMOND HALLEY S,,other,
SIXTY VINES,1415 VANTAGE PARK DR,Charlotte,NC,,SIXTY VINES,,other,
SKRIMP SHACK #32,3718 CENTRAL AV,Charlotte,NC,,SKRIMP SHACK,,other,
SKY ZONE,10200 CENTRUM PY,Charlotte,NC,,SKY ZONE,,other,
SKY ZONE NORTHLAKE,7325 SMITH CORNERS BV,Charlotte,NC,,SKY ZONE NORTHLAKE,,other,
SKYBROOK GOLF CLUBHOUSE,14720 NORTHGREEN DR,Charlotte,NC,,SKYBROOK GOLF CLUBHOUSE,,other,
SKYVIEW 22 SOUL FOOD & MORE,9820 CALLABRIDGE CT,Charlotte,NC,,SKYVIEW SOUL FOOD & MORE,,other,
SLINGSHOT SOCIAL GAME CLUB,332 W BLAND ST,Charlotte,NC,,SLINGSHOT SOCIAL GAME CLUB,,other,
SMOKIN CUE,10901 UNIVERSITY CITY BV,Charlotte,NC,,SMOKIN CUE,,other,
SMOOTHIE KING #1296,3020 PROSPERITY CHURCH RD,Charlotte,NC,,SMOOTHIE KING,,other,
SMOOTHIE KING #1562,8150 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,SMOOTHIE KING,,other,
SMOOTHIE KING #1570,8156 S TRYON ST,Charlotte,NC,,SMOOTHIE KING,,other,
SMOOTHIE KING #1614,5220 NEW FASHION WY,Charlotte,NC,,SMOOTHIE KING,,other,
SMOOTHIE KING #2000,9425 SOUTH BV,Charlotte,NC,,SMOOTHIE KING,,other,
SMOOTHIE KING #808,14130 RIVERGATE PY,Charlotte,NC,,SMOOTHIE KING,,other,
SMS CATERING SERVICES,1764 NORLAND RD,Charlotte,NC,,SMS CATERING SERVICES,,other,
SNOOZE AM EATERY #604,4425 SHARON RD,Charlotte,NC,,SNOOZE AM EATERY,,other,
SNOOZE AM EATERY SOUTH END,2041 SOUTH BV,Charlotte,NC,,SNOOZE AM EATERY SOUTH END,,other,
SNOOZE AN AM EATERY PLAZA MIDWOOD,1331 CENTRAL AV,Charlotte,NC,,SNOOZE AN AM EATERY PLAZA MIDWOOD,,other,
SOCIAL 704,9201 UNIVERSITY CITY BV,Charlotte,NC,,SOCIAL,,other,
SODEXO AT FEDERAL RESERVE BANK,530 E TRADE ST,Charlotte,NC,,SODEXO AT FEDERAL RESERVE BANK,,other,
SODEXO FRB CONFERENCE CENTER,530 E TRADE ST,Charlotte,NC,,SODEXO FRB CONFERENCE CENTER,,other,
SOLISTA CHARLOTTE,5512 CARMEL RD,Charlotte,NC,,SOLISTA CHARLOTTE,,other,
SOPHIAS LOUNGE,127 N TRYON ST,Charlotte,NC,,SOPHIAS LOUNGE,,other,
SOUL CENTRAL UNCC,8531 N TRYON ST,Charlotte,NC,,SOUL CENTRAL UNCC,,other,
SOUTH 21,6116 BROOKSHIRE BV,Charlotte,NC,,SOUTH,,other,
SOUTH 21 CURB SERVICE,3101 E INDEPENDENCE BV,Charlotte,NC,,SOUTH CURB SERVICE,,other,
SOUTH 21 JR,6920 N TRYON ST,Charlotte,NC,,SOUTH JR,,other,
SOUTH 21 MATTHEWS,11450 E INDEPENDENCE BV,Charlotte,NC,,SOUTH MATTHEWS,,other,
SOUTHBOUND,2433 SOUTH BV,Charlotte,NC,,SOUTHBOUND,,other,
SOUTHERN PECAN,6706 PHILLIPS PLACE CT,Charlotte,NC,,SOUTHERN PECAN,,other,
SPARE TIME ENTERTAINMENT,16317 STATESVILLE RD,Charlotte,NC,,SPARE TIME ENTERTAINMENT,,other,
SPARE TIME PINEVILLE,9600 PINEVILLE-MATTHEWS RD,Charlotte,NC,,SPARE TIME PINEVILLE,,other,
SPARK BY HILTON,6050 TYVOLA GLEN CR,Charlotte,NC,,SPARK BY HILTON,,other,
SPECTRUM CENTER HARDWOOD CLUB,333 E TRADE ST,Charlotte,NC,,SPECTRUM CENTER HARDWOOD CLUB,,other,
SPECTRUM CENTER THEATRE BOX,333 E TRADE ST,Charlotte,NC,,SPECTRUM CENTER THEATRE BOX,,other,
SPICE CHARLOTTE,515 NORTH ELLIS LN,Charlotte,NC,,SPICE CHARLOTTE,,other,
SPORTS PAGE FOOD AND SPIRITS,8400 BELLHAVEN BV,Charlotte,NC,,SPORTS PAGE FOOD AND SPIRITS,,other,
SPRINGHILL SUITES,13610 REESE BV W,Charlotte,NC,,SPRINGHILL SUITES,,other,
SPRINGHILL SUITES,3950 ARCO CORPORATE DR,Charlotte,NC,,SPRINGHILL SUITES,,other,
SPRINGHILL SUITES AT CAROWINDS,1000 COASTERVIEW DR,Charlotte,NC,,SPRINGHILL SUITES AT CAROWINDS,,other,
SPRINGHILL SUITES BY MARRIOTT CHARLOTTE AIRPORT,3055 SCOTT FUTRELL DR,Charlotte,NC,,SPRINGHILL SUITES BY MARRIOTT CHARLOTTE AIRPORT,,other,
SPRINGHILL SUITES CHARLOTTE AIRPORT LAKE POINTE,2223 CASCADE POINTE BV,Charlotte,NC,,SPRINGHILL SUITES CHARLOTTE AIRPORT LAKE POINTE,,other,
SPRINGHILL SUITES CHARLOTTE BALLANTYNE,12325 JOHNSTON RD,Charlotte,NC,,SPRINGHILL SUITES CHARLOTTE BALLANTYNE,,other,
SPRINGHILL SUITES UPTOWN CHARLOTTE,311 E 5TH ST,Charlotte,NC,,SPRINGHILL SUITES UPTOWN CHARLOTTE,,other,
SRI BALAJI CAFFE,716 MAIN ST,Charlotte,NC,,SRI BALAJI CAFFE,,other,
STABLE HAND,125 REMOUNT RD,Charlotte,NC,,STABLE HAND,,other,
STAGIONI,715 PROVIDENCE RD,Charlotte,NC,,STAGIONI,,other,
STARLIGHT ON 22ND,422 E 22ND ST,Charlotte,NC,,STARLIGHT ON 22ND,,other,
STATE OF CONFUSION,3500 DEWITT LN,Charlotte,NC,,STATE OF CONFUSION,,other,
STAYBRIDGE SUITES CHARLOTTE - TYVOLA,6017 TYVOLA GLEN CR,Charlotte,NC,,STAYBRIDGE SUITES CHARLOTTE - TYVOLA,,other,
STAYBRIDGE SUITES CHARLOTTE BALLANTYNE,15735 BRIXHAM HILL AV,Charlotte,NC,,STAYBRIDGE SUITES CHARLOTTE BALLANTYNE,,other,
STIR,1422 S TRYON ST,Charlotte,NC,,STIR,,other,
SUFFOLK PUNCH,2911 GRIFFITH ST,Charlotte,NC,,SUFFOLK PUNCH,,other,
SUFFOLK PUNCH,4400 SHARON RD,Charlotte,NC,,SUFFOLK PUNCH,,other,
SUGAR CREEK BREWING COMPANY,215 SOUTHSIDE DR,Charlotte,NC,,SUGAR CREEK BREWING COMPANY,,other,
SUGAR HANDMADE GOURMET DONUTS,11914 ELM LN,Charlotte,NC,,SUGAR HANDMADE GOURMET DONUTS,,other,
SUMMER HOUSE,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,SUMMER HOUSE,,other,
SUNFLOUR BAKING COMPANY,2001 E 7TH ST,Charlotte,NC,,SUNFLOUR BAKING COMPANY,,other,
SUNFLOUR BAKING COMPANY,220 EAST BV,Charlotte,NC,,SUNFLOUR BAKING COMPANY,,other,
SUNFLOUR BAKING COMPANY BALLANTYNE,14021 CONLAN CR,Charlotte,NC,,SUNFLOUR BAKING COMPANY BALLANTYNE,,other,
SUNFLOUR BAKING COMPANY NODA,515 JORDAN PL,Charlotte,NC,,SUNFLOUR BAKING COMPANY NODA,,other,
SUNSET HILLS GOLF,800 RADIO RD,Charlotte,NC,,SUNSET HILLS GOLF,,other,
SUNSET SOULFOOD,5009 BEATTIES FORD RD,Charlotte,NC,,SUNSET SOULFOOD,,other,
SUPER MERCADO EL REY,6300 SOUTH BV,Charlotte,NC,,SUPER MERCADO EL REY,,other,
SUPERCHIX,7828 REA RD,Charlotte,NC,,SUPERCHIX,,other,
SUPERICA,101 W WORTHINGTON AV,Charlotte,NC,,SUPERICA,,other,
SUPERICA STAWBERRY  HILL,4223 PROVIDENCE RD,Charlotte,NC,,SUPERICA STAWBERRY HILL,,other,
SUPPERCLUB SOUTHEND,3521 DEWITT LN,Charlotte,NC,,SUPPERCLUB SOUTHEND,,other,
SUPPERLAND,1212 THE PLAZA,Charlotte,NC,,SUPPERLAND,,other,
SWEET DREAMS HAVANA,11126 S TRYON ST,Charlotte,NC,,SWEET DREAMS HAVANA,,other,
SWEET MAGIC,15025 LANCASTER HY,Charlotte,NC,,SWEET MAGIC,,other,
SWEET PEAS SPECIALTY FOOD STORE,10707 PARK RD,Charlotte,NC,,SWEET PEAS SPECIALTY FOOD STORE,,other,
SWEETGREEN,101 N TRYON ST,Charlotte,NC,,SWEETGREEN,,other,
TACO BOY LOSO,3700 SOUTH BV,Charlotte,NC,,TACO BOY LOSO,,other,
TACO MAMA DILWORTH,2452 PARK RD,Charlotte,NC,,TACO MAMA DILWORTH,,other,
TAIPEI EXPRESS,731 PROVIDENCE RD,Charlotte,NC,,TAIPEI EXPRESS,,other,
TAIPEI SOUTH,10106 JOHNSTON RD,Charlotte,NC,,TAIPEI SOUTH,,other,
TAP & VINE QUAIL HOLLOW,8410 PARK RD,Charlotte,NC,,TAP & VINE QUAIL HOLLOW,,other,
TAP AND VINE,7828 REA RD,Charlotte,NC,,TAP AND VINE,,other,
"TAPROOM, THE",5501 JOSH BIRMINGHAM PY,Charlotte,NC,,TAPROOM,,other,
TARGET #2132 FOOD AVENUE,12830 WALKER BRANCH DR,Charlotte,NC,,TARGET FOOD AVENUE,,other,
TARGET #762,9531 SOUTH BV,Charlotte,NC,,TARGET,,other,
TARGET #T-0966 FOOD AVENUE,9801 SAM FURR RD,Charlotte,NC,,TARGET T- FOOD AVENUE,,other,
"TASTY BOWL, THE",2900 WESTINGHOUSE BV,Charlotte,NC,,TASTY BOWL,,other,
TATTOOZ AND BOOZ,505 E 6TH ST,Charlotte,NC,,TATTOOZ AND BOOZ,,other,
TEN SECONDS,3429 TORINGDON WY,Charlotte,NC,,TEN SECONDS,,other,
TENDERS,18341 STATESVILLE RD,Charlotte,NC,,TENDERS,,other,
TEQUILERIA,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,TEQUILERIA,,other,
TERIYAKI EXPRESS,7008 E W T HARRIS BV,Charlotte,NC,,TERIYAKI EXPRESS,,other,
TERIYAKI EXPRESS II,6434 W SUGAR CREEK RD,Charlotte,NC,,TERIYAKI EXPRESS II,,other,
TERIYAKI MADNESS,1100 METROPOLITAN AV,Charlotte,NC,,TERIYAKI MADNESS,,other,
TEXAS ROADHOUSE MATTHEWS,10400 E INDEPENDENCE BV,Charlotte,NC,,TEXAS ROADHOUSE MATTHEWS,,other,
TGI FRIDAY'S #490,6840 NORTHLAKE MALL DR,Charlotte,NC,,TGI FRIDAY S,,other,
TGI FRIDAYS #1742,409 W W T HARRIS BV,Charlotte,NC,,TGI FRIDAYS,,other,
THE ARTISANS PALATE,1210 E 36TH ST,Charlotte,NC,,ARTISANS PALATE,,other,
THE CLUBHOUSE,16715 ORCHARD STONE RN,Charlotte,NC,,CLUBHOUSE,,other,
THE CLUBHOUSE,2308 CENTRAL AV,Charlotte,NC,,CLUBHOUSE,,other,
THE CO OP OF CHARLOTTE,340 W TREMONT AV,Charlotte,NC,,OP OF CHARLOTTE,,other,
THE DUMPLING LADY,327 W TREMONT AV,Charlotte,NC,,DUMPLING LADY,,other,
THE FLOUR SHOP,530 BRANDYWINE RD,Charlotte,NC,,FLOUR SHOP,,other,
THE FLYING BISCUIT MATTHEWS,110 MATTHEWS STATION ST,Charlotte,NC,,FLYING BISCUIT MATTHEWS,,other,
THE FOUR,16508 NORTHCROSS DR,Charlotte,NC,,FOUR,,other,
THE GARRISON,314 MAIN ST,Charlotte,NC,,GARRISON,,other,
THE GROVE,1043 PROVIDENCE RD,Charlotte,NC,,GROVE,,other,
THE HAMILTON,820 HAMILTON ST,Charlotte,NC,,HAMILTON,,other,
THE KILTED BUFFALO,1212 CENTRAL AV,Charlotte,NC,,KILTED BUFFALO,,other,
THE OFFICE 2,7804 REA RD,Charlotte,NC,,OFFICE,,other,
THE PALISADES COUNTRY CLUB,13704 GRAND PALISADES PY,Charlotte,NC,,PALISADES COUNTRY CLUB,,other,
THE PORTERS HOUSE,7417 WAVERLY WALK AV,Charlotte,NC,,PORTERS HOUSE,,other,
THE PUNCH ROOM,201 E TRADE ST,Charlotte,NC,,PUNCH ROOM,,other,
THE RYAL AT BALLANTYNE RESORT,10000 BALLANTYNE COMMONS PY,Charlotte,NC,,RYAL AT BALLANTYNE RESORT,,other,
THE SALTY DONUT,1515 S TRYON ST,Charlotte,NC,,SALTY DONUT,,other,
THE SPICE GARDEN,7128 ALBEMARLE RD,Charlotte,NC,,SPICE GARDEN,,other,
THE WAFFLERY,1020 E 10TH ST,Charlotte,NC,,WAFFLERY,,other,
THIEN PHU,3023 CENTRAL AV,Charlotte,NC,,THIEN PHU,,other,
THIRTY-SEVEN SOL,8724 OUTLETS BV,Charlotte,NC,,THIRTY-SEVEN SOL,,other,
THOUGHTFUL CUP AT UNCC FRETWELL,9201 UNIVERSITY CITY BV,Charlotte,NC,,THOUGHTFUL CUP AT UNCC FRETWELL,,other,
THOUSAND HILLS LOSO,4015 CRAFT ST,Charlotte,NC,,THOUSAND HILLS LOSO,,other,
THREE HUNDRED EAST,300 EAST BV,Charlotte,NC,,THREE HUNDRED EAST,,other,
